time_s,Fp1,Cz,O1
5.101562,-15.1394,31.7038,-24.1904
5.109375,-21.2123,34.6964,-13.8723
5.117188,-23.5844,36.6607,0.8963
5.125000,-23.8953,35.0133,14.6656
5.132812,-25.0590,30.5218,22.7355
5.140625,-24.9864,28.3042,26.8093
5.148438,-26.1404,30.2260,26.1813
5.156250,-26.8621,33.2485,18.3473
5.164062,-23.9751,33.4548,8.2182
5.171875,-22.3872,30.9815,-2.3137
5.179688,-23.2763,30.5208,-12.9659
5.187500,-24.6840,32.5676,-16.7400
5.195312,-27.7409,33.0622,-17.9236
5.203125,-29.8232,32.4667,-18.8289
5.210938,-30.8274,31.5966,-4.3888
5.218750,-33.4406,28.9375,15.5005
5.226562,-33.1782,28.4103,19.8812
5.234375,-29.4229,31.7355,22.7534
5.242188,-27.7680,32.5513,26.5532
5.250000,-26.3693,30.3627,14.9145
5.257812,-20.6224,29.5153,3.5199
5.265625,-11.2469,28.3464,-2.1952
5.273438,-3.5225,27.1412,-19.9430
5.281250,-3.1661,28.8187,-32.4359
5.289062,-8.5804,28.7632,-25.7245
5.296875,-14.5241,23.7168,-17.7493
5.304688,-18.9797,19.2712,-5.7094
5.312500,-23.2852,18.0274,13.2340
5.320312,-30.9849,15.7905,21.8870
5.328125,-35.5591,10.4151,26.2711
5.335938,-29.7034,5.2124,31.4697
5.343750,-27.2012,3.3832,23.2212
5.351562,-28.4198,1.2967,10.3189
5.359375,-13.1992,-4.8887,3.4952
5.367188,2.7121,-10.0298,-6.0673
5.375000,-1.3016,-11.1769,-12.8487
5.382812,-2.9294,-13.5139,-10.7596
5.390625,2.4815,-17.4412,-5.8192
5.398438,-3.9406,-21.2022,6.9681
5.406250,-11.7565,-27.1655,23.1674
5.414062,-15.0804,-32.5225,29.4171
5.421875,-24.0602,-35.7553,35.0504
5.429688,-29.2196,-42.3837,40.1556
5.437500,-27.9068,-48.7332,28.6871
5.445312,-26.9168,-48.8918,14.7449
5.453125,-17.1331,-49.6108,12.7512
5.460938,-4.5049,-53.8562,4.6475
5.468750,-2.7662,-57.2207,-11.4746
5.476562,-1.2148,-59.8345,-16.5842
5.484375,2.1605,-60.4898,-10.9712
5.492188,-1.6954,-59.9829,-1.9796
5.500000,-5.9419,-63.0856,10.5472
5.507812,-11.5583,-64.4248,22.5025
5.515625,-22.0145,-61.2321,29.1950
5.523438,-22.6817,-62.1635,28.5266
5.531250,-16.5720,-64.6867,20.5210
5.539062,-20.0101,-62.8533,9.8412
5.546875,-20.9347,-62.8731,-2.9420
5.554688,-7.4050,-64.0192,-16.5652
5.562500,4.3144,-61.2385,-22.3737
5.570312,5.0670,-59.6233,-21.7235
5.578125,4.6063,-60.0517,-18.9049
5.585938,5.6482,-58.4765,-6.9014
5.593750,3.0819,-55.6905,9.6947
5.601562,-2.7701,-51.2155,19.5501
5.609375,-10.8322,-46.3467,27.1699
5.617188,-21.4330,-43.7846,31.7491
5.625000,-27.9024,-39.8099,25.9177
5.632812,-24.9652,-34.6076,15.0363
5.640625,-20.6047,-31.5113,0.0740
5.648438,-20.7780,-26.8426,-17.9378
5.656250,-17.8094,-21.7770,-24.7931
5.664062,-6.6854,-20.7041,-23.4392
5.671875,4.3866,-18.6089,-26.0992
5.679688,4.6425,-14.2078,-22.9029
5.687500,-4.5898,-12.4523,-9.3916
5.695312,-10.1744,-10.9038,2.9113
5.703125,-8.7052,-7.1192,12.5837
5.710938,-12.6095,-3.6988,19.4220
5.718750,-22.9510,-0.4645,18.8387
5.726562,-25.5900,2.6276,13.2453
5.734375,-20.1991,4.1483,3.0037
5.742188,-16.4676,5.6297,-11.0340
5.750000,-10.4649,8.5711,-20.2541
5.757812,0.4441,12.9063,-21.6931
5.765625,5.2647,18.3504,-18.3831
5.773438,4.5555,22.9418,-12.4701
5.781250,7.3153,25.1855,-4.1155
5.789062,4.3230,27.2842,11.4826
5.796875,-9.1433,31.6851,29.3668
5.804688,-15.9738,36.0382,34.3351
5.812500,-14.9488,37.0505,27.8594
5.820312,-20.9538,37.4043,17.7468
5.828125,-28.6542,39.9808,2.6807
5.835938,-29.4244,40.9798,-9.4521
5.843750,-28.3755,38.1278,-14.4305
5.851562,-21.2827,35.7337,-22.3175
5.859375,-5.0125,36.9015,-25.7614
5.867188,6.3015,39.4440,-13.6642
5.875000,9.1512,40.1304,-0.6849
5.882812,12.2508,39.2913,5.1540
5.890625,11.7780,38.9127,14.0665
5.898438,4.9803,38.0659,24.5052
5.906250,-1.2712,35.6654,27.4252
5.914062,-10.1891,33.3541,20.5837
5.921875,-24.4423,32.8952,7.3258
5.929688,-30.8227,34.3256,-3.2119
5.937500,-25.7881,33.8972,-9.6118
5.945312,-22.2270,28.5690,-18.2998
5.953125,-20.5644,23.0007,-21.1797
5.960938,-13.0508,20.2263,-10.0656
5.968750,-5.0535,16.6409,4.6684
5.976562,-1.1999,12.2933,18.1227
5.984375,1.4624,8.5729,32.3795
5.992188,-1.7442,4.7638,38.7097
6.000000,-12.2888,2.5096,36.3676
6.007812,-18.9467,-0.7811,34.7789
6.015625,-19.6632,-8.0817,28.8592
6.023438,-22.8847,-13.5449,13.2226
6.031250,-27.2016,-16.7062,-2.1909
6.039062,-25.3048,-22.6506,-11.3456
6.046875,-17.2859,-27.9832,-14.2186
6.054688,-9.3383,-31.6226,-8.5854
6.062500,-4.7953,-37.0422,2.3652
6.070312,-0.7860,-41.9013,14.2211
6.078125,1.5969,-46.4531,25.5556
6.085938,-1.3775,-51.4967,31.0037
6.093750,-3.7466,-51.9596,30.7137
6.101562,-4.7268,-50.4807,32.4001
6.109375,-13.2704,-53.8858,32.5827
6.117188,-22.3404,-59.9279,21.3967
6.125000,-23.1333,-63.9833,2.7322
6.132812,-25.5321,-64.3134,-10.6894
6.140625,-28.0541,-64.0952,-15.0864
6.148438,-20.5073,-67.9972,-15.6874
6.156250,-12.9211,-70.1757,-11.5036
6.164062,-10.5309,-66.4428,1.0547
6.171875,-4.8337,-65.2934,13.0482
6.179688,-0.1229,-68.3684,19.0418
6.187500,-0.1574,-69.6299,25.3317
6.195312,-1.8738,-68.6994,24.6047
6.203125,-10.5486,-65.6580,8.8427
6.210938,-21.5188,-62.7277,-5.4159
6.218750,-24.5778,-63.6009,-9.1560
6.226562,-26.4811,-64.0460,-14.6499
6.234375,-26.8195,-62.0732,-22.6369
6.242188,-19.6316,-61.0354,-22.6466
6.250000,-17.1647,-59.4401,-13.6840
6.257812,-18.3065,-56.8229,-3.1176
6.265625,-9.3418,-54.8162,4.7823
6.273438,-3.2500,-53.2046,16.4362
6.281250,-8.3080,-51.9447,30.1086
6.289062,-8.7221,-45.1660,27.7678
6.296875,-7.3965,-32.7072,12.7669
6.304688,-15.7181,-28.2713,4.2014
6.312500,-23.9308,-28.8347,-3.8099
6.320312,-25.7083,-21.1768,-15.1483
6.328125,-26.5115,-14.9915,-15.5110
6.335938,-27.0121,-15.3931,-10.7510
6.343750,-25.2482,-10.1250,-11.0837
6.351562,-18.9140,-3.6433,-5.6885
6.359375,-9.5238,-3.7158,6.6733
6.367188,-5.8927,-1.9675,16.4823
6.375000,-9.5033,2.8957,21.9323
6.382812,-12.9480,6.6614,18.5315
6.390625,-13.9318,11.3241,6.8738
6.398438,-15.8366,15.0293,-2.3186
6.406250,-22.0707,17.7549,-8.1041
6.414062,-29.2025,23.5644,-13.8541
6.421875,-30.0702,28.3162,-19.2120
6.429688,-29.4515,29.0887,-25.6393
6.437500,-33.1786,30.4542,-25.1422
6.445312,-32.3935,31.6728,-11.3832
6.453125,-23.6149,29.4447,-0.3942
6.460938,-14.0394,26.8653,-0.1167
6.468750,-4.5408,27.2617,3.8377
6.476562,2.5438,28.8619,11.1178
6.484375,2.0068,29.3336,7.5581
6.492188,-1.0554,29.9769,-3.3731
6.500000,-4.4604,32.1266,-11.4965
6.507812,-14.2348,34.2940,-20.5724
6.515625,-25.2006,36.3295,-34.7002
6.523438,-28.1817,38.7147,-45.4028
6.531250,-27.4243,39.5606,-44.4130
6.539062,-27.3980,39.2229,-33.9896
6.546875,-23.6560,40.1090,-20.2187
6.554688,-16.7322,40.6398,-8.5509
6.562500,-12.5271,37.4639,-2.0199
6.570312,-9.8529,31.3828,1.8800
6.578125,-6.3907,26.4544,2.1230
6.585938,-6.8250,24.0888,-7.2093
6.593750,-11.7365,22.2098,-20.1373
6.601562,-16.2144,19.9508,-25.8661
6.609375,-22.8139,16.8731,-27.4054
6.617188,-33.7929,12.3635,-28.7447
6.625000,-39.2923,8.7700,-26.0982
6.632812,-33.7503,6.2390,-20.5449
6.640625,-26.9682,1.8967,-14.4130
6.648438,-24.7266,-2.1806,-5.2320
6.656250,-19.6583,-4.2165,5.5723
6.664062,-9.7663,-6.8039,12.5718
6.671875,-3.1175,-9.0776,11.4960
6.679688,-1.9520,-10.5073,3.2738
6.687500,-3.7522,-13.3199,-3.5820
6.695312,-9.5306,-14.6129,-6.5687
6.703125,-16.5356,-13.3677,-12.2340
6.710938,-20.5790,-14.7669,-18.1276
6.718750,-24.3440,-17.8735,-19.4720
6.726562,-27.3574,-18.6638,-20.4789
6.734375,-25.1217,-20.5690,-19.2187
6.742188,-20.9026,-26.1234,-12.6488
6.750000,-18.7703,-30.4147,-7.3209
6.757812,-15.8841,-31.6513,-2.0606
6.765625,-10.3951,-35.7085,3.0601
6.773438,-5.5100,-42.3075,-5.8474
6.781250,-5.5305,-42.5846,-22.6352
6.789062,-9.8209,-39.1242,-26.6990
6.796875,-14.5391,-42.1072,-25.9599
6.804688,-20.3903,-45.9851,-31.4712
6.812500,-27.5609,-43.9586,-30.3600
6.820312,-32.8454,-45.1949,-21.4829
6.828125,-36.1556,-50.8088,-15.3258
6.835938,-35.7583,-49.9929,-6.1584
6.843750,-31.0190,-45.5598,6.9058
6.851562,-26.5579,-45.5434,11.8622
6.859375,-18.2936,-45.8933,9.8271
6.867188,-5.7292,-44.4827,6.6220
6.875000,-2.4529,-45.0612,-1.5513
6.882812,-5.1076,-44.0974,-12.7006
6.890625,-5.1241,-39.4466,-20.3885
6.898438,-13.7639,-38.3040,-26.4749
6.906250,-24.1370,-40.4235,-31.1927
6.914062,-20.5722,-38.7754,-29.0958
6.921875,-20.4052,-36.8173,-20.0243
6.929688,-29.5908,-37.2019,-8.0570
6.937500,-28.5767,-32.9955,2.0513
6.945312,-21.4670,-26.5477,4.4252
6.953125,-17.7060,-25.1929,0.7703
6.960938,-13.6334,-23.8701,-1.8749
6.968750,-14.8299,-17.9187,-5.6499
6.976562,-17.3501,-11.4286,-13.1543
6.984375,-12.7677,-6.9797,-17.6461
6.992188,-15.0754,-4.4128,-19.7112
7.000000,-25.4504,-2.1550,-25.3529
7.007812,-28.7236,-0.4384,-26.7012
7.015625,-30.0444,-2.6349,-16.7779
7.023438,-33.6126,-4.3450,-5.7315
7.031250,-33.6858,-0.8540,-1.5541
7.039062,-34.0209,0.2344,0.2435
7.046875,-31.3983,-2.1007,3.1587
7.054688,-23.4268,0.3161,4.0021
7.062500,-22.5470,3.8228,-1.1326
7.070312,-24.2368,3.2028,-10.1667
7.078125,-18.3003,4.0976,-17.2680
7.085938,-16.7856,8.9737,-21.5075
7.093750,-20.9639,13.1196,-23.8619
7.101562,-19.8494,13.2818,-21.7480
7.109375,-20.7108,12.4198,-15.2440
7.117188,-26.7424,14.5871,-8.2862
7.125000,-28.8224,15.6220,-2.7814
7.132812,-29.2263,13.0552,2.0624
7.140625,-27.9722,12.2773,6.9127
7.148438,-18.6858,12.5753,8.0607
7.156250,-10.6337,12.8854,1.4888
7.164062,-12.0742,16.7408,-7.5039
7.171875,-14.2187,18.8365,-13.3191
7.179688,-13.7375,17.5520,-19.4935
7.187500,-15.3865,19.5036,-24.9811
7.195312,-17.2019,20.2982,-21.9529
7.203125,-17.7378,19.1361,-12.4234
7.210938,-19.2775,23.6786,-5.6685
7.218750,-20.4901,26.9879,-2.8572
7.226562,-21.0465,24.5799,1.2819
7.234375,-22.4433,23.9425,6.1809
7.242188,-22.7462,21.3762,6.1766
7.250000,-21.2668,14.7077,1.2622
7.257812,-18.4579,11.7877,-6.0118
7.265625,-11.6738,11.1094,-15.5279
7.273438,-3.1350,9.6844,-21.6608
7.281250,-2.2853,7.5958,-22.0801
7.289062,-12.5842,1.6933,-25.4252
7.296875,-24.2552,-2.9295,-27.6952
7.304688,-26.7109,-3.1357,-18.0770
7.312500,-25.2576,-5.8102,-7.8250
7.320312,-29.5991,-8.0707,-5.1322
7.328125,-32.7958,-7.1333,1.0403
7.335938,-28.3654,-9.6332,6.3142
7.343750,-25.3356,-13.4705,0.0911
7.351562,-24.9853,-16.9114,-7.7593
7.359375,-19.4784,-22.9366,-13.2683
7.367188,-12.0220,-25.3958,-22.3619
7.375000,-8.0778,-24.2538,-27.6393
7.382812,-8.2648,-26.1870,-25.7917
7.390625,-13.5906,-28.4090,-23.4700
7.398438,-18.3855,-30.9112,-17.2348
7.406250,-17.4117,-33.9652,-6.9989
7.414062,-16.8262,-32.2478,-3.1071
7.421875,-19.1268,-32.6028,-4.2128
7.429688,-19.2857,-39.4852,-2.6560
7.437500,-17.3333,-41.9381,-1.6015
7.445312,-15.1934,-37.8532,-7.1984
7.453125,-12.1691,-32.7419,-18.5893
7.460938,-8.5280,-31.0355,-27.8537
7.468750,-5.8792,-38.6503,-28.4454
7.476562,-5.8386,-46.6309,-23.9867
7.484375,-7.7295,-45.1434,-19.8143
7.492188,-10.3339,-44.8028,-16.0597
7.500000,-14.4469,-46.3470,-12.5859
7.507812,-18.5761,-41.7508,-6.6792
7.515625,-21.0541,-41.1070,1.9663
7.523438,-23.1230,-45.8722,3.8753
7.531250,-24.2418,-44.1821,-3.0244
7.539062,-25.2196,-40.8183,-9.8927
7.546875,-27.1744,-41.6592,-15.9454
7.554688,-25.1226,-41.1863,-21.1913
7.562500,-18.1820,-39.1253,-20.5936
7.570312,-11.5861,-36.7214,-19.6821
7.578125,-6.9197,-32.9505,-22.1161
7.585938,-5.7750,-29.7158,-18.7235
7.593750,-7.2837,-27.8686,-10.5499
7.601562,-8.4653,-27.6524,-4.8232
7.609375,-14.5741,-27.7143,1.9015
7.617188,-22.9633,-26.3300,6.7151
7.625000,-21.0323,-28.0974,3.4858
7.632812,-13.3986,-32.1361,-0.1375
7.640625,-8.6809,-31.3815,-3.1894
7.648438,-4.6866,-30.3521,-11.1440
7.656250,-5.1603,-32.1174,-13.7713
7.664062,-7.1707,-29.2548,-8.8318
7.671875,-1.0957,-24.0190,-9.2580
7.679688,3.3311,-21.5955,-9.4981
7.687500,1.1917,-16.8908,-0.7112
7.695312,3.2205,-10.3375,6.8322
7.703125,3.8556,-9.0394,10.2012
7.710938,-1.6310,-12.0221,11.5714
7.718750,-1.0906,-12.7603,3.6719
7.726562,4.0749,-9.5268,-6.8709
7.734375,3.2243,-6.5465,-10.2365
7.742188,-2.5655,-4.7596,-15.6410
7.750000,-6.7089,-1.1310,-21.4382
7.757812,-4.0736,1.6255,-16.9592
7.765625,-0.0322,1.5658,-12.4723
7.773438,-1.8734,2.3621,-13.3745
7.781250,-1.4227,2.7715,-9.9778
7.789062,1.9121,2.0004,-5.1316
7.796875,-1.1447,3.3400,-1.5031
7.804688,-1.8448,3.1532,4.0094
7.812500,2.3405,-0.5777,2.7815
7.820312,-0.9465,-2.5644,-3.4532
7.828125,-3.9512,-3.2936,-2.9762
7.835938,-0.7046,-4.8598,-5.8641
7.843750,-3.5343,-4.9244,-17.5733
7.851562,-5.4478,-3.9027,-20.7357
7.859375,2.4023,-2.5736,-14.4877
7.867188,4.1864,-0.9090,-12.4478
7.875000,0.1116,-0.2371,-12.9938
7.882812,5.9612,0.5606,-8.8973
7.890625,12.2681,0.4131,1.4941
7.898438,6.5254,-3.3866,11.8347
7.906250,-1.7920,-6.4649,10.0994
7.914062,-6.5730,-5.4549,0.1234
7.921875,-9.5400,-3.3080,-5.6159
7.929688,-6.3956,-1.5819,-11.0464
7.937500,0.1064,-1.0694,-18.5154
7.945312,0.3412,-2.2786,-20.6678
7.953125,-2.4292,-4.5242,-20.5089
7.960938,-2.6443,-9.0492,-18.8033
7.968750,-3.6154,-14.4836,-9.9143
7.976562,-2.5020,-16.6166,-3.1785
7.984375,1.8409,-15.2055,-5.3091
7.992188,-1.2532,-13.1376,-6.8185
8.000000,-10.2151,-13.9677,-5.4986
8.007812,-13.3359,-16.0147,-3.7265
8.015625,-12.5690,-13.7196,-1.8057
8.023438,-12.2751,-12.4316,-8.0179
8.031250,-12.2522,-17.6717,-18.9387
8.039062,-14.9332,-21.1147,-20.4255
8.046875,-15.4960,-20.5103,-19.4377
8.054688,-10.2127,-20.0692,-22.1856
8.062500,-6.5708,-17.6699,-18.8422
8.070312,-3.1888,-17.5613,-15.7960
8.078125,3.8728,-21.6845,-16.3876
8.085938,4.8898,-21.0135,-5.4792
8.093750,-2.2202,-18.7817,5.1076
8.101562,-9.8716,-20.9554,-1.3826
8.109375,-17.0655,-21.8074,-5.1395
8.117188,-20.2550,-23.0565,-1.5737
8.125000,-17.6064,-25.4070,-8.9738
8.132812,-16.7425,-23.1255,-17.2342
8.140625,-16.1780,-22.4814,-16.3102
8.148438,-10.5792,-23.4568,-17.3547
8.156250,-6.4413,-18.2930,-15.3584
8.164062,-4.9022,-16.8836,-5.3805
8.171875,0.0744,-21.5090,-0.5957
8.179688,3.5381,-19.7624,0.3535
8.187500,1.3833,-17.2750,5.3859
8.195312,2.0945,-20.4401,6.3981
8.203125,7.2267,-21.6113,-1.0774
8.210938,5.5417,-21.3574,-10.8565
8.218750,-3.9118,-22.3613,-17.9854
8.226562,-8.9210,-23.6965,-21.7446
8.234375,-7.4366,-28.1918,-26.1027
8.242188,-6.4413,-31.3493,-31.5266
8.250000,-5.0026,-28.6428,-31.9269
8.257812,-2.8606,-26.7950,-25.3705
8.265625,-4.6301,-28.1053,-15.7305
8.273438,-6.3966,-28.6969,-9.0691
8.281250,-4.5031,-26.0424,-6.8124
8.289062,-4.6499,-20.2141,-2.1912
8.296875,-7.7824,-17.7042,2.5609
8.304688,-11.4549,-19.1205,-1.9780
8.312500,-17.5644,-18.4386,-10.8371
8.320312,-22.2075,-19.5886,-17.4250
8.328125,-20.5559,-21.5090,-22.6455
8.335938,-18.5469,-16.5981,-20.7936
8.343750,-18.9014,-13.3329,-12.9496
8.351562,-15.7386,-15.7334,-10.3226
8.359375,-10.4808,-14.0850,-9.9099
8.367188,-7.8874,-11.6384,-4.7747
8.375000,-4.7230,-12.6249,-0.6629
8.382812,-1.9162,-10.7741,-0.5476
8.390625,-6.5254,-7.3628,-1.2019
8.398438,-14.2109,-5.4955,-4.3992
8.406250,-17.0135,-4.7249,-12.4580
8.414062,-19.2204,-5.0842,-19.2015
8.421875,-23.8698,-1.3779,-18.8276
8.429688,-26.2586,3.7243,-18.0209
8.437500,-24.2759,2.3763,-19.4709
8.445312,-15.4264,3.3670,-14.7365
8.453125,-1.8219,9.0631,-9.6808
8.460938,3.9208,8.4436,-12.4509
8.468750,1.3085,8.5053,-12.1615
8.476562,2.1582,14.8298,-8.1374
8.484375,4.3303,15.2304,-8.0532
8.492188,2.4560,11.9111,-6.3949
8.500000,1.6925,13.5413,-9.1579
8.507812,2.0810,14.0401,-21.8351
8.515625,1.1633,11.9032,-27.5447
8.523438,1.5935,11.3574,-27.1697
8.531250,1.0097,10.2730,-31.2505
8.539062,-2.3226,8.4880,-26.9046
8.546875,-3.2797,7.6746,-14.7529
8.554688,-1.4374,7.3835,-9.7007
8.562500,-1.1030,8.0981,-7.5674
8.570312,-3.6849,8.9186,-6.0190
8.578125,-5.7936,9.4451,-7.7466
8.585938,-2.4166,9.9371,-8.8691
8.593750,1.2309,7.4495,-14.4831
8.601562,-3.5517,3.4743,-23.8509
8.609375,-9.5713,2.8025,-26.1960
8.617188,-9.3693,2.8763,-25.7156
8.625000,-10.1058,1.3778,-25.9808
8.632812,-13.1477,1.3340,-22.7293
8.640625,-12.6718,1.4480,-18.8135
8.648438,-10.8999,-1.2923,-12.5824
8.656250,-8.4193,-4.2193,-4.6403
8.664062,-0.8915,-5.5581,-3.0558
8.671875,7.5824,-8.6446,-4.0933
8.679688,8.9197,-13.5756,-7.9329
8.687500,3.5051,-15.1387,-18.4110
8.695312,-1.7735,-13.6587,-22.3679
8.703125,-3.8360,-14.8814,-20.8823
8.710938,-6.6643,-17.8631,-26.9667
8.718750,-11.2618,-17.8677,-30.3138
8.726562,-12.2984,-15.9409,-25.8677
8.734375,-8.6124,-16.0066,-20.5970
8.742188,-3.4171,-20.0043,-9.5243
8.750000,1.5188,-25.9662,1.1933
8.757812,3.5997,-30.0258,1.5984
8.765625,3.0601,-32.2787,1.1782
8.773438,4.3448,-33.4591,1.5252
8.781250,4.9582,-32.7634,-2.8160
8.789062,0.5409,-33.6358,-7.9824
8.796875,-1.6155,-37.0456,-12.8282
8.804688,2.3046,-38.1261,-13.7821
8.812500,2.3370,-38.3891,-11.7241
8.820312,-0.7973,-41.6500,-15.4928
8.828125,4.1297,-44.4473,-13.2105
8.835938,9.0157,-45.1382,1.9566
8.843750,3.5407,-46.2464,10.5578
8.851562,2.2571,-47.6756,12.7477
8.859375,11.1206,-48.5636,16.0507
8.867188,14.6434,-48.4491,9.6633
8.875000,13.6962,-47.7310,0.8863
8.882812,15.7776,-48.3615,-1.0524
8.890625,11.3959,-48.9846,-7.3034
8.898438,3.1836,-47.7363,-12.8282
8.906250,4.7186,-46.9011,-10.4713
8.914062,8.5960,-45.9932,-8.7597
8.921875,5.5931,-43.1222,-2.5748
8.929688,1.3298,-41.5726,8.9921
8.937500,-2.0816,-41.1119,12.2617
8.945312,-4.2403,-36.5925,10.8652
8.953125,-3.4584,-30.4784,10.6091
8.960938,-2.7090,-27.9231,6.5469
8.968750,0.4558,-26.0423,1.5126
8.976562,7.6950,-22.9071,-4.9118
8.984375,11.2952,-21.3332,-15.3532
8.992188,11.2645,-19.6929,-21.0865
9.000000,10.7675,-17.0950,-21.6879
9.007812,6.4577,-17.6294,-23.9151
9.015625,2.6720,-19.0410,-21.8935
9.023438,0.9714,-17.1322,-10.8446
9.031250,-4.7857,-15.4326,0.2764
9.039062,-6.1898,-14.0788,2.2311
9.046875,-0.7199,-9.7497,-0.7501
9.054688,-3.0963,-5.9703,0.0001
9.062500,-5.8658,-4.0478,-1.5863
9.070312,3.1002,-1.4253,-12.3253
9.078125,6.6180,-0.4790,-22.5179
9.085938,0.4299,-1.2402,-27.7195
9.093750,1.1607,-0.7326,-32.9314
9.101562,2.6309,0.4261,-33.7970
9.109375,-6.1244,3.5058,-26.0157
9.117188,-15.6633,8.1308,-13.3918
9.125000,-19.3927,9.4831,0.2512
9.132812,-18.4287,9.3804,10.1319
9.140625,-14.1247,10.8444,13.0311
9.148438,-11.0840,11.4393,10.7964
9.156250,-8.3068,12.9540,5.9144
9.164062,-2.6718,17.1009,-0.6300
9.171875,1.2899,20.3147,-9.5811
9.179688,3.5795,21.9607,-16.8582
9.187500,6.2926,21.8145,-16.8747
9.195312,4.0585,19.7835,-17.2614
9.203125,-0.6985,20.6747,-19.7961
9.210938,-0.7242,24.4434,-10.4648
9.218750,-1.2187,26.0393,3.8525
9.226562,-6.0611,25.9238,5.8249
9.234375,-9.4189,26.0794,6.3019
9.242188,-10.1154,27.5725,13.5371
9.250000,-9.1132,32.3106,11.1800
9.257812,-3.5747,37.6296,-3.8027
9.265625,3.3533,38.5390,-14.7046
9.273438,4.2613,34.6130,-15.7848
9.281250,0.0253,29.8469,-15.7954
9.289062,-2.9872,27.9311,-17.1879
9.296875,-4.0975,26.5567,-13.3183
9.304688,-5.9889,23.0160,-6.4817
9.312500,-7.0703,19.7690,-1.8846
9.320312,-5.9045,15.2030,5.4284
9.328125,-4.0628,6.9774,11.6287
9.335938,-2.0688,-0.0060,8.1851
9.343750,-2.2813,-5.1502,3.1169
9.351562,-3.7698,-10.4374,-1.6037
9.359375,2.0355,-11.2558,-13.9996
9.367188,9.6075,-8.1882,-25.5768
9.375000,4.2452,-7.1079,-27.9758
9.382812,-2.7876,-9.0836,-26.7245
9.390625,3.3546,-14.0747,-24.0134
9.398438,7.8850,-19.1062,-19.2685
9.406250,2.0508,-21.4243,-10.1108
9.414062,-1.3012,-26.3620,4.1912
9.421875,-0.2735,-33.1537,11.7078
9.429688,0.5863,-35.3490,9.0131
9.437500,3.9408,-37.2352,6.4978
9.445312,6.9974,-40.5919,2.5267
9.453125,7.4566,-39.6230,-5.2469
9.460938,9.6944,-37.5188,-11.5384
9.468750,11.9295,-38.3973,-18.4313
9.476562,9.7947,-39.5706,-21.6093
9.484375,5.3474,-40.7238,-14.3486
9.492188,4.0124,-41.8615,-6.2672
9.500000,8.1791,-43.1521,0.1892
9.507812,9.9996,-45.8162,10.7773
9.515625,3.2989,-46.6957,18.4846
9.523438,-2.6778,-46.3524,21.2147
9.531250,-2.7374,-47.8737,19.8645
9.539062,-3.1232,-46.2723,6.6812
9.546875,-2.7441,-42.5949,-8.4820
9.554688,2.3358,-43.8534,-11.5594
9.562500,8.8461,-44.2655,-14.1470
9.570312,11.6365,-40.5456,-21.4009
9.578125,7.4383,-40.6769,-21.9406
9.585938,2.4083,-42.3303,-17.4476
9.593750,3.1629,-39.2905,-10.9446
9.601562,-0.1484,-36.1753,1.4283
9.609375,-10.4110,-35.8881,10.9503
9.617188,-13.8890,-36.2709,10.0656
9.625000,-10.6928,-35.0175,6.1763
9.632812,-7.5673,-28.4814,2.7103
9.640625,-2.3477,-20.0188,-3.9792
9.648438,-0.3679,-16.2393,-15.1164
9.656250,-2.1631,-12.7617,-28.6513
9.664062,4.2749,-6.9754,-34.6584
9.671875,13.9482,-5.4816,-26.8270
9.679688,14.9676,-5.8091,-16.4332
9.687500,12.4500,-2.1905,-8.6142
9.695312,10.0784,0.0212,4.2786
9.703125,5.5536,-0.1380,14.1516
9.710938,1.9081,2.7588,12.4661
9.718750,-1.0073,5.6749,12.3715
9.726562,-5.5102,7.5748,15.4121
9.734375,-7.7141,12.0691,7.3966
9.742188,-3.6023,14.1286,-7.5170
9.750000,4.9254,14.0636,-19.4138
9.757812,11.9677,20.5603,-29.1216
9.765625,16.2454,27.7246,-32.2642
9.773438,20.5393,27.9003,-25.0401
9.781250,20.7305,28.1354,-13.3174
9.789062,15.2495,29.6863,-0.1187
9.796875,11.1505,29.2767,13.4732
9.804688,7.3210,31.8018,21.7353
9.812500,0.3172,35.3833,19.9616
9.820312,-5.3175,36.0543,11.2605
9.828125,-9.7824,39.9754,4.3684
9.835938,-13.1919,45.2089,-2.0174
9.843750,-11.3532,44.6484,-15.0381
9.851562,-8.1807,43.8495,-24.8209
9.859375,-4.7905,45.6779,-22.1158
9.867188,3.3850,44.8979,-16.5885
9.875000,10.9098,43.9633,-10.4824
9.882812,13.4115,46.5116,1.4247
9.890625,11.7418,49.3653,12.8902
9.898438,3.3135,50.0715,20.8128
9.906250,-5.6309,48.2445,26.0486
9.914062,-9.0953,45.6721,23.1566
9.921875,-13.9820,45.2241,12.9084
9.929688,-17.5479,44.4595,0.0427
9.937500,-14.3960,41.2491,-12.1594
9.945312,-13.1107,39.5909,-14.8244
9.953125,-11.2895,39.3766,-7.9042
9.960938,-2.0501,34.9613,-2.4362
9.968750,2.6117,27.1651,1.9988
9.976562,-2.0002,21.5911,11.7394
9.984375,-6.1743,17.7825,23.8666
9.992188,-9.3228,12.0166,30.8369
10.000000,-13.1255,5.4139,27.9106
10.007812,-16.1184,0.5642,19.7933
10.015625,-19.0723,-3.0885,13.1777
10.023438,-18.2432,-6.2783,3.4336
10.031250,-14.0709,-9.2742,-12.9953
10.039062,-13.8114,-12.7470,-27.8523
10.046875,-12.7469,-16.2242,-31.9521
