Time,Steps
8/08/2026 09:30:00 AM,86
8/08/2026 09:40:00 AM,153
8/08/2026 09:50:00 AM,134
8/08/2026 10:00:00 AM,137
8/08/2026 10:10:00 AM,100
8/08/2026 10:20:00 AM,82
8/08/2026 10:30:00 AM,167
8/08/2026 10:40:00 AM,92
8/08/2026 10:50:00 AM,97
8/08/2026 11:00:00 AM,62
8/08/2026 11:10:00 AM,57
8/08/2026 11:20:00 AM,100
8/08/2026 11:30:00 AM,177
8/08/2026 11:40:00 AM,43
8/08/2026 11:50:00 AM,33
8/08/2026 12:00:00 PM,477
8/08/2026 12:10:00 PM,467
8/08/2026 12:20:00 PM,409
8/08/2026 12:30:00 PM,304
8/08/2026 12:40:00 PM,476
8/08/2026 12:50:00 PM,260
8/08/2026 01:00:00 PM,108
8/08/2026 01:10:00 PM,80
8/08/2026 01:20:00 PM,41
8/08/2026 01:30:00 PM,162
8/08/2026 01:40:00 PM,83
8/08/2026 01:50:00 PM,37
8/08/2026 02:00:00 PM,176
8/08/2026 02:10:00 PM,133
8/08/2026 02:20:00 PM,60
8/08/2026 02:30:00 PM,46
8/08/2026 02:40:00 PM,39
8/08/2026 02:50:00 PM,95
8/08/2026 03:00:00 PM,84
8/08/2026 03:10:00 PM,72
8/08/2026 03:20:00 PM,118
8/08/2026 03:30:00 PM,178
8/08/2026 03:40:00 PM,165
8/08/2026 03:50:00 PM,94
8/08/2026 04:00:00 PM,145
8/08/2026 04:10:00 PM,32
8/08/2026 04:20:00 PM,119
8/08/2026 04:30:00 PM,70
8/08/2026 04:40:00 PM,173
8/08/2026 04:50:00 PM,36
8/08/2026 05:00:00 PM,78
8/08/2026 05:10:00 PM,157
8/08/2026 05:20:00 PM,74
8/08/2026 05:30:00 PM,54
8/08/2026 05:40:00 PM,21
8/08/2026 05:50:00 PM,166
8/08/2026 06:00:00 PM,124
8/08/2026 06:10:00 PM,30
8/08/2026 06:20:00 PM,79
8/08/2026 06:30:00 PM,428
8/08/2026 06:40:00 PM,737
8/08/2026 06:50:00 PM,773
8/08/2026 07:00:00 PM,423
8/08/2026 07:10:00 PM,607
8/08/2026 07:20:00 PM,579
8/08/2026 07:30:00 PM,47
8/08/2026 07:40:00 PM,142
8/08/2026 07:50:00 PM,103
8/08/2026 08:00:00 PM,88
8/08/2026 08:10:00 PM,96
8/08/2026 08:20:00 PM,106
8/08/2026 08:30:00 PM,111
8/08/2026 08:40:00 PM,165
8/08/2026 08:50:00 PM,167
8/08/2026 09:00:00 PM,35
8/08/2026 09:10:00 PM,48
8/08/2026 09:20:00 PM,127
8/08/2026 09:30:00 PM,49
8/08/2026 09:40:00 PM,135
8/08/2026 09:50:00 PM,33
8/08/2026 10:00:00 PM,41
8/08/2026 10:10:00 PM,23
8/08/2026 10:20:00 PM,150
8/08/2026 10:30:00 PM,43
8/08/2026 10:40:00 PM,29
8/08/2026 10:50:00 PM,96
8/08/2026 11:00:00 PM,24
8/08/2026 11:10:00 PM,7
8/08/2026 11:20:00 PM,11
8/08/2026 11:30:00 PM,21
8/08/2026 11:40:00 PM,9
8/08/2026 11:50:00 PM,8
8/09/2026 12:00:00 AM,0
8/09/2026 12:10:00 AM,0
8/09/2026 12:20:00 AM,0
8/09/2026 12:30:00 AM,0
8/09/2026 12:40:00 AM,0
8/09/2026 12:50:00 AM,0
8/09/2026 01:00:00 AM,0
8/09/2026 01:10:00 AM,0
8/09/2026 01:20:00 AM,0
8/09/2026 01:30:00 AM,0
8/09/2026 01:40:00 AM,0
8/09/2026 01:50:00 AM,0
8/09/2026 02:00:00 AM,0
8/09/2026 02:10:00 AM,0
8/09/2026 02:20:00 AM,0
8/09/2026 02:30:00 AM,0
8/09/2026 02:40:00 AM,0
8/09/2026 02:50:00 AM,0
8/09/2026 03:00:00 AM,0
8/09/2026 03:10:00 AM,0
8/09/2026 03:20:00 AM,0
8/09/2026 03:30:00 AM,0
8/09/2026 03:40:00 AM,0
8/09/2026 03:50:00 AM,0
8/09/2026 04:00:00 AM,0
8/09/2026 04:10:00 AM,0
8/09/2026 04:20:00 AM,0
8/09/2026 04:30:00 AM,0
8/09/2026 04:40:00 AM,0
8/09/2026 04:50:00 AM,0
8/09/2026 05:00:00 AM,0
8/09/2026 05:10:00 AM,0
8/09/2026 05:20:00 AM,0
8/09/2026 05:30:00 AM,0
8/09/2026 05:40:00 AM,0
8/09/2026 05:50:00 AM,0
8/09/2026 06:00:00 AM,0
8/09/2026 06:10:00 AM,0
8/09/2026 06:20:00 AM,0
8/09/2026 06:30:00 AM,0
8/09/2026 06:40:00 AM,0
8/09/2026 06:50:00 AM,0
8/09/2026 07:00:00 AM,0
8/09/2026 07:10:00 AM,0
8/09/2026 07:20:00 AM,0
8/09/2026 07:30:00 AM,0
8/09/2026 07:40:00 AM,0
8/09/2026 07:50:00 AM,0
8/09/2026 08:00:00 AM,846
8/09/2026 08:10:00 AM,526
8/09/2026 08:20:00 AM,770
8/09/2026 08:30:00 AM,573
8/09/2026 08:40:00 AM,752
8/09/2026 08:50:00 AM,506
8/09/2026 09:00:00 AM,87
8/09/2026 09:10:00 AM,54
8/09/2026 09:20:00 AM,115
8/09/2026 09:30:00 AM,36
8/09/2026 09:40:00 AM,130
8/09/2026 09:50:00 AM,101
8/09/2026 10:00:00 AM,120
8/09/2026 10:10:00 AM,164
8/09/2026 10:20:00 AM,96
8/09/2026 10:30:00 AM,128
8/09/2026 10:40:00 AM,26
8/09/2026 10:50:00 AM,113
8/09/2026 11:00:00 AM,67
8/09/2026 11:10:00 AM,26
8/09/2026 11:20:00 AM,135
8/09/2026 11:30:00 AM,51
8/09/2026 11:40:00 AM,169
8/09/2026 11:50:00 AM,27
8/09/2026 12:00:00 PM,414
8/09/2026 12:10:00 PM,428
8/09/2026 12:20:00 PM,410
8/09/2026 12:30:00 PM,322
8/09/2026 12:40:00 PM,343
8/09/2026 12:50:00 PM,260
8/09/2026 01:00:00 PM,79
8/09/2026 01:10:00 PM,42
8/09/2026 01:20:00 PM,48
8/09/2026 01:30:00 PM,34
8/09/2026 01:40:00 PM,102
8/09/2026 01:50:00 PM,116
8/09/2026 02:00:00 PM,64
8/09/2026 02:10:00 PM,101
8/09/2026 02:20:00 PM,103
8/09/2026 02:30:00 PM,170
8/09/2026 02:40:00 PM,133
8/09/2026 02:50:00 PM,70
8/09/2026 03:00:00 PM,172
8/09/2026 03:10:00 PM,164
8/09/2026 03:20:00 PM,137
8/09/2026 03:30:00 PM,142
8/09/2026 03:40:00 PM,165
8/09/2026 03:50:00 PM,155
8/09/2026 04:00:00 PM,116
8/09/2026 04:10:00 PM,98
8/09/2026 04:20:00 PM,49
8/09/2026 04:30:00 PM,92
8/09/2026 04:40:00 PM,167
8/09/2026 04:50:00 PM,134
8/09/2026 05:00:00 PM,157
8/09/2026 05:10:00 PM,58
8/09/2026 05:20:00 PM,163
8/09/2026 05:30:00 PM,119
8/09/2026 05:40:00 PM,67
8/09/2026 05:50:00 PM,101
8/09/2026 06:00:00 PM,109
8/09/2026 06:10:00 PM,35
8/09/2026 06:20:00 PM,172
8/09/2026 06:30:00 PM,761
8/09/2026 06:40:00 PM,785
8/09/2026 06:50:00 PM,610
8/09/2026 07:00:00 PM,539
8/09/2026 07:10:00 PM,785
8/09/2026 07:20:00 PM,715
8/09/2026 07:30:00 PM,74
8/09/2026 07:40:00 PM,60
8/09/2026 07:50:00 PM,95
8/09/2026 08:00:00 PM,157
8/09/2026 08:10:00 PM,77
8/09/2026 08:20:00 PM,23
8/09/2026 08:30:00 PM,148
8/09/2026 08:40:00 PM,173
8/09/2026 08:50:00 PM,66
8/09/2026 09:00:00 PM,176
8/09/2026 09:10:00 PM,76
8/09/2026 09:20:00 PM,119
8/09/2026 09:30:00 PM,154
8/09/2026 09:40:00 PM,137
8/09/2026 09:50:00 PM,21
8/09/2026 10:00:00 PM,90
8/09/2026 10:10:00 PM,34
8/09/2026 10:20:00 PM,93
8/09/2026 10:30:00 PM,134
8/09/2026 10:40:00 PM,71
8/09/2026 10:50:00 PM,92
8/09/2026 11:00:00 PM,3
8/09/2026 11:10:00 PM,25
8/09/2026 11:20:00 PM,12
8/09/2026 11:30:00 PM,24
8/09/2026 11:40:00 PM,0
8/09/2026 11:50:00 PM,0
