start_time,end_time,step_count
2026-08-13 05:40:00.000,2026-08-13 05:50:00.000,0
2026-08-13 05:50:00.000,2026-08-13 06:00:00.000,0
2026-08-13 06:00:00.000,2026-08-13 06:10:00.000,0
2026-08-13 06:10:00.000,2026-08-13 06:20:00.000,0
2026-08-13 06:20:00.000,2026-08-13 06:30:00.000,0
2026-08-13 06:30:00.000,2026-08-13 06:40:00.000,0
2026-08-13 06:40:00.000,2026-08-13 06:50:00.000,0
2026-08-13 06:50:00.000,2026-08-13 07:00:00.000,0
2026-08-13 07:00:00.000,2026-08-13 07:10:00.000,0
2026-08-13 07:10:00.000,2026-08-13 07:20:00.000,0
2026-08-13 07:20:00.000,2026-08-13 07:30:00.000,0
2026-08-13 07:30:00.000,2026-08-13 07:40:00.000,0
2026-08-13 07:40:00.000,2026-08-13 07:50:00.000,0
2026-08-13 07:50:00.000,2026-08-13 08:00:00.000,0
2026-08-13 08:00:00.000,2026-08-13 08:10:00.000,0
2026-08-13 08:10:00.000,2026-08-13 08:20:00.000,0
2026-08-13 08:20:00.000,2026-08-13 08:30:00.000,0
2026-08-13 08:30:00.000,2026-08-13 08:40:00.000,0
2026-08-13 08:40:00.000,2026-08-13 08:50:00.000,0
2026-08-13 08:50:00.000,2026-08-13 09:00:00.000,0
2026-08-13 09:00:00.000,2026-08-13 09:10:00.000,0
2026-08-13 09:10:00.000,2026-08-13 09:20:00.000,150
2026-08-13 09:20:00.000,2026-08-13 09:30:00.000,87
2026-08-13 09:30:00.000,2026-08-13 09:40:00.000,69
2026-08-13 09:40:00.000,2026-08-13 09:50:00.000,72
2026-08-13 09:50:00.000,2026-08-13 10:00:00.000,154
2026-08-13 10:00:00.000,2026-08-13 10:10:00.000,170
2026-08-13 10:10:00.000,2026-08-13 10:20:00.000,108
2026-08-13 10:20:00.000,2026-08-13 10:30:00.000,53
2026-08-13 10:30:00.000,2026-08-13 10:40:00.000,71
2026-08-13 10:40:00.000,2026-08-13 10:50:00.000,80
2026-08-13 10:50:00.000,2026-08-13 11:00:00.000,169
2026-08-13 11:00:00.000,2026-08-13 11:10:00.000,172
2026-08-13 11:10:00.000,2026-08-13 11:20:00.000,81
2026-08-13 11:20:00.000,2026-08-13 11:30:00.000,32
2026-08-13 11:30:00.000,2026-08-13 11:40:00.000,95
2026-08-13 11:40:00.000,2026-08-13 11:50:00.000,84
2026-08-13 11:50:00.000,2026-08-13 12:00:00.000,25
2026-08-13 12:00:00.000,2026-08-13 12:10:00.000,343
2026-08-13 12:10:00.000,2026-08-13 12:20:00.000,441
2026-08-13 12:20:00.000,2026-08-13 12:30:00.000,473
2026-08-13 12:30:00.000,2026-08-13 12:40:00.000,311
2026-08-13 12:40:00.000,2026-08-13 12:50:00.000,495
2026-08-13 12:50:00.000,2026-08-13 13:00:00.000,308
2026-08-13 16:00:00.000,2026-08-13 16:10:00.000,112
2026-08-13 16:10:00.000,2026-08-13 16:20:00.000,72
2026-08-13 16:20:00.000,2026-08-13 16:30:00.000,119
2026-08-13 16:30:00.000,2026-08-13 16:40:00.000,176
2026-08-13 16:40:00.000,2026-08-13 16:50:00.000,170
2026-08-13 16:50:00.000,2026-08-13 17:00:00.000,96
2026-08-13 17:00:00.000,2026-08-13 17:10:00.000,174
2026-08-13 17:10:00.000,2026-08-13 17:20:00.000,50
2026-08-13 17:20:00.000,2026-08-13 17:30:00.000,118
2026-08-13 17:30:00.000,2026-08-13 17:40:00.000,69
2026-08-13 17:40:00.000,2026-08-13 17:50:00.000,107
2026-08-13 17:50:00.000,2026-08-13 18:00:00.000,154
2026-08-13 18:00:00.000,2026-08-13 18:10:00.000,173
2026-08-13 18:10:00.000,2026-08-13 18:20:00.000,176
2026-08-13 18:20:00.000,2026-08-13 18:30:00.000,166
2026-08-13 18:30:00.000,2026-08-13 18:40:00.000,467
2026-08-13 18:40:00.000,2026-08-13 18:50:00.000,655
2026-08-13 18:50:00.000,2026-08-13 19:00:00.000,592
2026-08-13 19:00:00.000,2026-08-13 19:10:00.000,467
2026-08-13 19:10:00.000,2026-08-13 19:20:00.000,619
2026-08-13 19:20:00.000,2026-08-13 19:30:00.000,534
2026-08-13 19:30:00.000,2026-08-13 19:40:00.000,70
2026-08-13 19:40:00.000,2026-08-13 19:50:00.000,137
2026-08-13 19:50:00.000,2026-08-13 20:00:00.000,178
2026-08-13 20:00:00.000,2026-08-13 20:10:00.000,131
2026-08-13 20:10:00.000,2026-08-13 20:20:00.000,110
2026-08-13 20:20:00.000,2026-08-13 20:30:00.000,38
2026-08-13 20:30:00.000,2026-08-13 20:40:00.000,84
2026-08-13 20:40:00.000,2026-08-13 20:50:00.000,67
2026-08-13 20:50:00.000,2026-08-13 21:00:00.000,125
2026-08-13 21:00:00.000,2026-08-13 21:10:00.000,154
2026-08-13 21:10:00.000,2026-08-13 21:20:00.000,160
2026-08-13 21:20:00.000,2026-08-13 21:30:00.000,99
2026-08-13 21:30:00.000,2026-08-13 21:40:00.000,85
2026-08-13 21:40:00.000,2026-08-13 21:50:00.000,119
2026-08-13 21:50:00.000,2026-08-13 22:00:00.000,78
2026-08-13 22:00:00.000,2026-08-13 22:10:00.000,111
2026-08-13 22:10:00.000,2026-08-13 22:20:00.000,111
2026-08-13 22:20:00.000,2026-08-13 22:30:00.000,152
2026-08-13 22:30:00.000,2026-08-13 22:40:00.000,65
2026-08-13 22:40:00.000,2026-08-13 22:50:00.000,158
2026-08-13 22:50:00.000,2026-08-13 23:00:00.000,135
2026-08-13 23:00:00.000,2026-08-13 23:10:00.000,13
2026-08-13 23:10:00.000,2026-08-13 23:20:00.000,13
2026-08-13 23:20:00.000,2026-08-13 23:30:00.000,17
2026-08-13 23:30:00.000,2026-08-13 23:40:00.000,7
2026-08-13 23:40:00.000,2026-08-13 23:50:00.000,0
2026-08-13 23:50:00.000,2026-08-14 00:00:00.000,0
2026-08-14 00:00:00.000,2026-08-14 00:10:00.000,0
2026-08-14 00:10:00.000,2026-08-14 00:20:00.000,0
2026-08-14 00:20:00.000,2026-08-14 00:30:00.000,0
2026-08-14 00:30:00.000,2026-08-14 00:40:00.000,0
2026-08-14 00:40:00.000,2026-08-14 00:50:00.000,0
2026-08-14 00:50:00.000,2026-08-14 01:00:00.000,0
2026-08-14 01:00:00.000,2026-08-14 01:10:00.000,0
2026-08-14 01:10:00.000,2026-08-14 01:20:00.000,0
2026-08-14 01:20:00.000,2026-08-14 01:30:00.000,0
2026-08-14 01:30:00.000,2026-08-14 01:40:00.000,0
2026-08-14 01:40:00.000,2026-08-14 01:50:00.000,0
2026-08-14 01:50:00.000,2026-08-14 02:00:00.000,0
2026-08-14 02:00:00.000,2026-08-14 02:10:00.000,0
2026-08-14 02:10:00.000,2026-08-14 02:20:00.000,0
2026-08-14 02:20:00.000,2026-08-14 02:30:00.000,0
2026-08-14 02:30:00.000,2026-08-14 02:40:00.000,0
2026-08-14 02:40:00.000,2026-08-14 02:50:00.000,0
2026-08-14 02:50:00.000,2026-08-14 03:00:00.000,0
2026-08-14 03:00:00.000,2026-08-14 03:10:00.000,0
2026-08-14 03:10:00.000,2026-08-14 03:20:00.000,0
2026-08-14 03:20:00.000,2026-08-14 03:30:00.000,0
2026-08-14 03:30:00.000,2026-08-14 03:40:00.000,0
2026-08-14 03:40:00.000,2026-08-14 03:50:00.000,0
2026-08-14 03:50:00.000,2026-08-14 04:00:00.000,0
2026-08-14 04:00:00.000,2026-08-14 04:10:00.000,0
2026-08-14 04:10:00.000,2026-08-14 04:20:00.000,0
2026-08-14 04:20:00.000,2026-08-14 04:30:00.000,0
2026-08-14 04:30:00.000,2026-08-14 04:40:00.000,0
2026-08-14 04:40:00.000,2026-08-14 04:50:00.000,0
2026-08-14 04:50:00.000,2026-08-14 05:00:00.000,0
2026-08-14 05:00:00.000,2026-08-14 05:10:00.000,0
2026-08-14 05:10:00.000,2026-08-14 05:20:00.000,0
2026-08-14 05:20:00.000,2026-08-14 05:30:00.000,0
2026-08-14 05:30:00.000,2026-08-14 05:40:00.000,0
2026-08-14 05:40:00.000,2026-08-14 05:50:00.000,0
2026-08-14 05:50:00.000,2026-08-14 06:00:00.000,0
2026-08-14 06:00:00.000,2026-08-14 06:10:00.000,0
2026-08-14 06:10:00.000,2026-08-14 06:20:00.000,0
2026-08-14 06:20:00.000,2026-08-14 06:30:00.000,0
2026-08-14 06:30:00.000,2026-08-14 06:40:00.000,0
2026-08-14 06:40:00.000,2026-08-14 06:50:00.000,0
2026-08-14 06:50:00.000,2026-08-14 07:00:00.000,17
2026-08-14 07:00:00.000,2026-08-14 07:10:00.000,221
2026-08-14 07:10:00.000,2026-08-14 07:20:00.000,144
2026-08-14 07:20:00.000,2026-08-14 07:30:00.000,73
2026-08-14 07:30:00.000,2026-08-14 07:40:00.000,147
2026-08-14 07:40:00.000,2026-08-14 07:50:00.000,65
2026-08-14 07:50:00.000,2026-08-14 08:00:00.000,176
2026-08-14 08:00:00.000,2026-08-14 08:10:00.000,1095
2026-08-14 08:10:00.000,2026-08-14 08:20:00.000,703
2026-08-14 08:20:00.000,2026-08-14 08:30:00.000,864
2026-08-14 08:30:00.000,2026-08-14 08:40:00.000,992
2026-08-14 08:40:00.000,2026-08-14 08:50:00.000,663
2026-08-14 08:50:00.000,2026-08-14 09:00:00.000,715
2026-08-14 09:00:00.000,2026-08-14 09:10:00.000,224
2026-08-14 09:10:00.000,2026-08-14 09:20:00.000,129
2026-08-14 09:20:00.000,2026-08-14 09:30:00.000,169
2026-08-14 09:30:00.000,2026-08-14 09:40:00.000,122
2026-08-14 09:40:00.000,2026-08-14 09:50:00.000,153
2026-08-14 09:50:00.000,2026-08-14 10:00:00.000,170
2026-08-14 10:00:00.000,2026-08-14 10:10:00.000,220
2026-08-14 10:10:00.000,2026-08-14 10:20:00.000,147
2026-08-14 10:20:00.000,2026-08-14 10:30:00.000,152
2026-08-14 10:30:00.000,2026-08-14 10:40:00.000,57
2026-08-14 10:40:00.000,2026-08-14 10:50:00.000,108
2026-08-14 10:50:00.000,2026-08-14 11:00:00.000,190
2026-08-14 11:00:00.000,2026-08-14 11:10:00.000,176
2026-08-14 11:10:00.000,2026-08-14 11:20:00.000,107
2026-08-14 11:20:00.000,2026-08-14 11:30:00.000,68
2026-08-14 11:30:00.000,2026-08-14 11:40:00.000,225
2026-08-14 11:40:00.000,2026-08-14 11:50:00.000,46
2026-08-14 11:50:00.000,2026-08-14 12:00:00.000,109
2026-08-14 12:00:00.000,2026-08-14 12:10:00.000,471
2026-08-14 12:10:00.000,2026-08-14 12:20:00.000,524
2026-08-14 12:20:00.000,2026-08-14 12:30:00.000,646
2026-08-14 12:30:00.000,2026-08-14 12:40:00.000,510
2026-08-14 12:40:00.000,2026-08-14 12:50:00.000,354
2026-08-14 12:50:00.000,2026-08-14 13:00:00.000,545
2026-08-14 13:00:00.000,2026-08-14 13:10:00.000,109
2026-08-14 13:10:00.000,2026-08-14 13:20:00.000,229
2026-08-14 13:20:00.000,2026-08-14 13:30:00.000,116
2026-08-14 13:30:00.000,2026-08-14 13:40:00.000,211
2026-08-14 13:40:00.000,2026-08-14 13:50:00.000,35
2026-08-14 13:50:00.000,2026-08-14 14:00:00.000,150
2026-08-14 14:00:00.000,2026-08-14 14:10:00.000,125
2026-08-14 14:10:00.000,2026-08-14 14:20:00.000,110
2026-08-14 14:20:00.000,2026-08-14 14:30:00.000,90
2026-08-14 14:30:00.000,2026-08-14 14:40:00.000,148
2026-08-14 14:40:00.000,2026-08-14 14:50:00.000,46
2026-08-14 14:50:00.000,2026-08-14 15:00:00.000,138
2026-08-14 15:00:00.000,2026-08-14 15:10:00.000,101
2026-08-14 15:10:00.000,2026-08-14 15:20:00.000,113
2026-08-14 15:20:00.000,2026-08-14 15:30:00.000,190
2026-08-14 15:30:00.000,2026-08-14 15:40:00.000,198
2026-08-14 15:40:00.000,2026-08-14 15:50:00.000,198
2026-08-14 15:50:00.000,2026-08-14 16:00:00.000,88
2026-08-14 16:00:00.000,2026-08-14 16:10:00.000,131
2026-08-14 16:10:00.000,2026-08-14 16:20:00.000,105
2026-08-14 16:20:00.000,2026-08-14 16:30:00.000,148
2026-08-14 16:30:00.000,2026-08-14 16:40:00.000,104
2026-08-14 16:40:00.000,2026-08-14 16:50:00.000,218
2026-08-14 16:50:00.000,2026-08-14 17:00:00.000,209
2026-08-14 17:00:00.000,2026-08-14 17:10:00.000,104
2026-08-14 17:10:00.000,2026-08-14 17:20:00.000,103
2026-08-14 17:20:00.000,2026-08-14 17:30:00.000,185
2026-08-14 17:30:00.000,2026-08-14 17:40:00.000,121
2026-08-14 17:40:00.000,2026-08-14 17:50:00.000,188
2026-08-14 17:50:00.000,2026-08-14 18:00:00.000,202
2026-08-14 18:00:00.000,2026-08-14 18:10:00.000,40
2026-08-14 18:10:00.000,2026-08-14 18:20:00.000,146
2026-08-14 18:20:00.000,2026-08-14 18:30:00.000,195
2026-08-14 18:30:00.000,2026-08-14 18:40:00.000,900
2026-08-14 18:40:00.000,2026-08-14 18:50:00.000,757
2026-08-14 18:50:00.000,2026-08-14 19:00:00.000,914
2026-08-14 19:00:00.000,2026-08-14 19:10:00.000,852
2026-08-14 19:10:00.000,2026-08-14 19:20:00.000,688
2026-08-14 19:20:00.000,2026-08-14 19:30:00.000,801
2026-08-14 19:30:00.000,2026-08-14 19:40:00.000,211
2026-08-14 19:40:00.000,2026-08-14 19:50:00.000,221
2026-08-14 19:50:00.000,2026-08-14 20:00:00.000,153
2026-08-14 20:00:00.000,2026-08-14 20:10:00.000,48
2026-08-14 20:10:00.000,2026-08-14 20:20:00.000,192
2026-08-14 20:20:00.000,2026-08-14 20:30:00.000,64
2026-08-14 20:30:00.000,2026-08-14 20:40:00.000,86
2026-08-14 20:40:00.000,2026-08-14 20:50:00.000,200
2026-08-14 20:50:00.000,2026-08-14 21:00:00.000,118
2026-08-14 21:00:00.000,2026-08-14 21:10:00.000,122
2026-08-14 21:10:00.000,2026-08-14 21:20:00.000,88
2026-08-14 21:20:00.000,2026-08-14 21:30:00.000,34
2026-08-14 21:30:00.000,2026-08-14 21:40:00.000,174
2026-08-14 21:40:00.000,2026-08-14 21:50:00.000,108
2026-08-14 21:50:00.000,2026-08-14 22:00:00.000,157
2026-08-14 22:00:00.000,2026-08-14 22:10:00.000,126
2026-08-14 22:10:00.000,2026-08-14 22:20:00.000,186
2026-08-14 22:20:00.000,2026-08-14 22:30:00.000,110
2026-08-14 22:30:00.000,2026-08-14 22:40:00.000,228
2026-08-14 22:40:00.000,2026-08-14 22:50:00.000,195
2026-08-14 22:50:00.000,2026-08-14 23:00:00.000,198
2026-08-14 23:00:00.000,2026-08-14 23:10:00.000,25
2026-08-14 23:10:00.000,2026-08-14 23:20:00.000,31
2026-08-14 23:20:00.000,2026-08-14 23:30:00.000,20
2026-08-14 23:30:00.000,2026-08-14 23:40:00.000,30
2026-08-14 23:40:00.000,2026-08-14 23:50:00.000,13
2026-08-14 23:50:00.000,2026-08-15 00:00:00.000,14
2026-08-15 00:00:00.000,2026-08-15 00:10:00.000,10
2026-08-15 00:10:00.000,2026-08-15 00:20:00.000,6
2026-08-15 00:20:00.000,2026-08-15 00:30:00.000,2
2026-08-15 00:30:00.000,2026-08-15 00:40:00.000,8
2026-08-15 00:40:00.000,2026-08-15 00:50:00.000,5
2026-08-15 00:50:00.000,2026-08-15 01:00:00.000,4
2026-08-15 01:00:00.000,2026-08-15 01:10:00.000,5
2026-08-15 01:10:00.000,2026-08-15 01:20:00.000,1
2026-08-15 01:20:00.000,2026-08-15 01:30:00.000,6
2026-08-15 01:30:00.000,2026-08-15 01:40:00.000,8
2026-08-15 01:40:00.000,2026-08-15 01:50:00.000,1
2026-08-15 01:50:00.000,2026-08-15 02:00:00.000,5
2026-08-15 02:00:00.000,2026-08-15 02:10:00.000,3
2026-08-15 02:10:00.000,2026-08-15 02:20:00.000,0
2026-08-15 02:20:00.000,2026-08-15 02:30:00.000,7
2026-08-15 02:30:00.000,2026-08-15 02:40:00.000,2
2026-08-15 02:40:00.000,2026-08-15 02:50:00.000,4
2026-08-15 02:50:00.000,2026-08-15 03:00:00.000,0
2026-08-15 03:00:00.000,2026-08-15 03:10:00.000,0
2026-08-15 03:10:00.000,2026-08-15 03:20:00.000,0
2026-08-15 03:20:00.000,2026-08-15 03:30:00.000,0
2026-08-15 03:30:00.000,2026-08-15 03:40:00.000,0
2026-08-15 03:40:00.000,2026-08-15 03:50:00.000,0
2026-08-15 03:50:00.000,2026-08-15 04:00:00.000,0
2026-08-15 04:00:00.000,2026-08-15 04:10:00.000,0
2026-08-15 04:10:00.000,2026-08-15 04:20:00.000,0
2026-08-15 04:20:00.000,2026-08-15 04:30:00.000,0
2026-08-15 04:30:00.000,2026-08-15 04:40:00.000,0
2026-08-15 04:40:00.000,2026-08-15 04:50:00.000,0
2026-08-15 04:50:00.000,2026-08-15 05:00:00.000,0
2026-08-15 05:00:00.000,2026-08-15 05:10:00.000,0
2026-08-15 05:10:00.000,2026-08-15 05:20:00.000,0
2026-08-15 05:20:00.000,2026-08-15 05:30:00.000,0
2026-08-15 05:30:00.000,2026-08-15 05:40:00.000,0
2026-08-15 05:40:00.000,2026-08-15 05:50:00.000,0
2026-08-15 05:50:00.000,2026-08-15 06:00:00.000,0
2026-08-15 06:00:00.000,2026-08-15 06:10:00.000,0
2026-08-15 06:10:00.000,2026-08-15 06:20:00.000,0
2026-08-15 06:20:00.000,2026-08-15 06:30:00.000,0
2026-08-15 06:30:00.000,2026-08-15 06:40:00.000,0
2026-08-15 06:40:00.000,2026-08-15 06:50:00.000,0
2026-08-15 06:50:00.000,2026-08-15 07:00:00.000,0
2026-08-15 07:00:00.000,2026-08-15 07:10:00.000,0
2026-08-15 07:10:00.000,2026-08-15 07:20:00.000,0
2026-08-15 07:20:00.000,2026-08-15 07:30:00.000,0
2026-08-15 07:30:00.000,2026-08-15 07:40:00.000,0
2026-08-15 07:40:00.000,2026-08-15 07:50:00.000,0
2026-08-15 07:50:00.000,2026-08-15 08:00:00.000,0
2026-08-15 08:00:00.000,2026-08-15 08:10:00.000,0
2026-08-15 08:10:00.000,2026-08-15 08:20:00.000,0
2026-08-15 08:20:00.000,2026-08-15 08:30:00.000,0
2026-08-15 08:30:00.000,2026-08-15 08:40:00.000,0
2026-08-15 08:40:00.000,2026-08-15 08:50:00.000,0
2026-08-15 08:50:00.000,2026-08-15 09:00:00.000,0
2026-08-15 09:00:00.000,2026-08-15 09:10:00.000,0
2026-08-15 09:10:00.000,2026-08-15 09:20:00.000,0
2026-08-15 09:20:00.000,2026-08-15 09:30:00.000,0
2026-08-15 09:30:00.000,2026-08-15 09:40:00.000,0
2026-08-15 09:40:00.000,2026-08-15 09:50:00.000,0
2026-08-15 09:50:00.000,2026-08-15 10:00:00.000,0
2026-08-15 10:00:00.000,2026-08-15 10:10:00.000,0
2026-08-15 10:10:00.000,2026-08-15 10:20:00.000,0
2026-08-15 10:20:00.000,2026-08-15 10:30:00.000,0
2026-08-15 10:30:00.000,2026-08-15 10:40:00.000,0
2026-08-15 10:40:00.000,2026-08-15 10:50:00.000,0
2026-08-15 10:50:00.000,2026-08-15 11:00:00.000,0
2026-08-15 11:00:00.000,2026-08-15 11:10:00.000,0
2026-08-15 11:10:00.000,2026-08-15 11:20:00.000,0
2026-08-15 11:20:00.000,2026-08-15 11:30:00.000,38
2026-08-15 11:30:00.000,2026-08-15 11:40:00.000,39
2026-08-15 11:40:00.000,2026-08-15 11:50:00.000,28
2026-08-15 11:50:00.000,2026-08-15 12:00:00.000,53
2026-08-15 12:00:00.000,2026-08-15 12:10:00.000,104
2026-08-15 12:10:00.000,2026-08-15 12:20:00.000,183
2026-08-15 12:20:00.000,2026-08-15 12:30:00.000,114
2026-08-15 12:30:00.000,2026-08-15 12:40:00.000,108
2026-08-15 12:40:00.000,2026-08-15 12:50:00.000,172
2026-08-15 12:50:00.000,2026-08-15 13:00:00.000,192
2026-08-15 13:00:00.000,2026-08-15 13:10:00.000,70
2026-08-15 13:10:00.000,2026-08-15 13:20:00.000,32
2026-08-15 13:20:00.000,2026-08-15 13:30:00.000,59
2026-08-15 13:30:00.000,2026-08-15 13:40:00.000,52
2026-08-15 13:40:00.000,2026-08-15 13:50:00.000,32
2026-08-15 13:50:00.000,2026-08-15 14:00:00.000,18
2026-08-15 14:00:00.000,2026-08-15 14:10:00.000,56
2026-08-15 14:10:00.000,2026-08-15 14:20:00.000,18
2026-08-15 14:20:00.000,2026-08-15 14:30:00.000,20
2026-08-15 14:30:00.000,2026-08-15 14:40:00.000,63
2026-08-15 14:40:00.000,2026-08-15 14:50:00.000,22
2026-08-15 14:50:00.000,2026-08-15 15:00:00.000,28
2026-08-15 15:00:00.000,2026-08-15 15:10:00.000,67
2026-08-15 15:10:00.000,2026-08-15 15:20:00.000,32
2026-08-15 15:20:00.000,2026-08-15 15:30:00.000,69
2026-08-15 15:30:00.000,2026-08-15 15:40:00.000,45
2026-08-15 15:40:00.000,2026-08-15 15:50:00.000,48
2026-08-15 15:50:00.000,2026-08-15 16:00:00.000,10
2026-08-15 16:00:00.000,2026-08-15 16:10:00.000,23
2026-08-15 16:10:00.000,2026-08-15 16:20:00.000,20
2026-08-15 16:20:00.000,2026-08-15 16:30:00.000,57
2026-08-15 16:30:00.000,2026-08-15 16:40:00.000,32
2026-08-15 16:40:00.000,2026-08-15 16:50:00.000,59
2026-08-15 16:50:00.000,2026-08-15 17:00:00.000,62
2026-08-15 17:00:00.000,2026-08-15 17:10:00.000,66
2026-08-15 17:10:00.000,2026-08-15 17:20:00.000,42
2026-08-15 17:20:00.000,2026-08-15 17:30:00.000,22
2026-08-15 17:30:00.000,2026-08-15 17:40:00.000,62
2026-08-15 17:40:00.000,2026-08-15 17:50:00.000,44
2026-08-15 17:50:00.000,2026-08-15 18:00:00.000,18
2026-08-15 18:00:00.000,2026-08-15 18:10:00.000,30
2026-08-15 18:10:00.000,2026-08-15 18:20:00.000,16
2026-08-15 18:20:00.000,2026-08-15 18:30:00.000,54
2026-08-15 18:30:00.000,2026-08-15 18:40:00.000,214
2026-08-15 18:40:00.000,2026-08-15 18:50:00.000,197
2026-08-15 18:50:00.000,2026-08-15 19:00:00.000,206
2026-08-15 19:00:00.000,2026-08-15 19:10:00.000,166
2026-08-15 19:10:00.000,2026-08-15 19:20:00.000,263
2026-08-15 19:20:00.000,2026-08-15 19:30:00.000,290
2026-08-15 19:30:00.000,2026-08-15 19:40:00.000,22
2026-08-15 19:40:00.000,2026-08-15 19:50:00.000,34
2026-08-15 19:50:00.000,2026-08-15 20:00:00.000,24
2026-08-15 20:00:00.000,2026-08-15 20:10:00.000,20
2026-08-15 20:10:00.000,2026-08-15 20:20:00.000,68
2026-08-15 20:20:00.000,2026-08-15 20:30:00.000,22
2026-08-15 20:30:00.000,2026-08-15 20:40:00.000,57
2026-08-15 20:40:00.000,2026-08-15 20:50:00.000,27
2026-08-15 20:50:00.000,2026-08-15 21:00:00.000,19
2026-08-15 21:00:00.000,2026-08-15 21:10:00.000,21
2026-08-15 21:10:00.000,2026-08-15 21:20:00.000,33
2026-08-15 21:20:00.000,2026-08-15 21:30:00.000,72
2026-08-15 21:30:00.000,2026-08-15 21:40:00.000,61
2026-08-15 21:40:00.000,2026-08-15 21:50:00.000,64
2026-08-15 21:50:00.000,2026-08-15 22:00:00.000,49
2026-08-15 22:00:00.000,2026-08-15 22:10:00.000,12
2026-08-15 22:10:00.000,2026-08-15 22:20:00.000,30
2026-08-15 22:20:00.000,2026-08-15 22:30:00.000,37
2026-08-15 22:30:00.000,2026-08-15 22:40:00.000,33
2026-08-15 22:40:00.000,2026-08-15 22:50:00.000,19
2026-08-15 22:50:00.000,2026-08-15 23:00:00.000,62
2026-08-15 23:00:00.000,2026-08-15 23:10:00.000,4
2026-08-15 23:10:00.000,2026-08-15 23:20:00.000,8
2026-08-15 23:20:00.000,2026-08-15 23:30:00.000,0
2026-08-15 23:30:00.000,2026-08-15 23:40:00.000,5
2026-08-15 23:40:00.000,2026-08-15 23:50:00.000,2
2026-08-15 23:50:00.000,2026-08-16 00:00:00.000,6
2026-08-16 00:00:00.000,2026-08-16 00:10:00.000,3
2026-08-16 00:10:00.000,2026-08-16 00:20:00.000,9
2026-08-16 00:20:00.000,2026-08-16 00:30:00.000,22
2026-08-16 00:30:00.000,2026-08-16 00:40:00.000,22
2026-08-16 00:40:00.000,2026-08-16 00:50:00.000,15
2026-08-16 00:50:00.000,2026-08-16 01:00:00.000,5
2026-08-16 01:00:00.000,2026-08-16 01:10:00.000,10
2026-08-16 01:10:00.000,2026-08-16 01:20:00.000,22
2026-08-16 01:20:00.000,2026-08-16 01:30:00.000,22
2026-08-16 01:30:00.000,2026-08-16 01:40:00.000,12
2026-08-16 01:40:00.000,2026-08-16 01:50:00.000,12
2026-08-16 01:50:00.000,2026-08-16 02:00:00.000,10
2026-08-16 02:00:00.000,2026-08-16 02:10:00.000,14
2026-08-16 02:10:00.000,2026-08-16 02:20:00.000,4
2026-08-16 02:20:00.000,2026-08-16 02:30:00.000,13
2026-08-16 02:30:00.000,2026-08-16 02:40:00.000,5
2026-08-16 02:40:00.000,2026-08-16 02:50:00.000,14
2026-08-16 02:50:00.000,2026-08-16 03:00:00.000,1
2026-08-16 03:00:00.000,2026-08-16 03:10:00.000,3
2026-08-16 03:10:00.000,2026-08-16 03:20:00.000,21
2026-08-16 03:20:00.000,2026-08-16 03:30:00.000,0
2026-08-16 03:30:00.000,2026-08-16 03:40:00.000,0
2026-08-16 03:40:00.000,2026-08-16 03:50:00.000,0
2026-08-16 03:50:00.000,2026-08-16 04:00:00.000,0
2026-08-16 04:00:00.000,2026-08-16 04:10:00.000,0
2026-08-16 04:10:00.000,2026-08-16 04:20:00.000,0
2026-08-16 04:20:00.000,2026-08-16 04:30:00.000,0
2026-08-16 04:30:00.000,2026-08-16 04:40:00.000,0
2026-08-16 04:40:00.000,2026-08-16 04:50:00.000,0
2026-08-16 04:50:00.000,2026-08-16 05:00:00.000,0
2026-08-16 05:00:00.000,2026-08-16 05:10:00.000,0
2026-08-16 05:10:00.000,2026-08-16 05:20:00.000,0
2026-08-16 05:20:00.000,2026-08-16 05:30:00.000,0
2026-08-16 05:30:00.000,2026-08-16 05:40:00.000,0
2026-08-16 05:40:00.000,2026-08-16 05:50:00.000,0
2026-08-16 05:50:00.000,2026-08-16 06:00:00.000,0
2026-08-16 06:00:00.000,2026-08-16 06:10:00.000,0
2026-08-16 06:10:00.000,2026-08-16 06:20:00.000,0
2026-08-16 06:20:00.000,2026-08-16 06:30:00.000,0
2026-08-16 06:30:00.000,2026-08-16 06:40:00.000,0
2026-08-16 06:40:00.000,2026-08-16 06:50:00.000,0
2026-08-16 06:50:00.000,2026-08-16 07:00:00.000,0
2026-08-16 07:00:00.000,2026-08-16 07:10:00.000,0
2026-08-16 07:10:00.000,2026-08-16 07:20:00.000,0
2026-08-16 07:20:00.000,2026-08-16 07:30:00.000,0
2026-08-16 07:30:00.000,2026-08-16 07:40:00.000,0
2026-08-16 07:40:00.000,2026-08-16 07:50:00.000,0
2026-08-16 07:50:00.000,2026-08-16 08:00:00.000,0
2026-08-16 08:00:00.000,2026-08-16 08:10:00.000,0
2026-08-16 08:10:00.000,2026-08-16 08:20:00.000,0
2026-08-16 08:20:00.000,2026-08-16 08:30:00.000,0
2026-08-16 08:30:00.000,2026-08-16 08:40:00.000,0
2026-08-16 08:40:00.000,2026-08-16 08:50:00.000,0
2026-08-16 08:50:00.000,2026-08-16 09:00:00.000,0
2026-08-16 09:00:00.000,2026-08-16 09:10:00.000,0
2026-08-16 09:10:00.000,2026-08-16 09:20:00.000,0
2026-08-16 09:20:00.000,2026-08-16 09:30:00.000,0
